NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider First Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,NPI Deactivation Reason Code,NPI Deactivation Date,NPI Reactivation Date,Healthcare Provider Taxonomy Code_1,Healthcare Provider Primary Taxonomy Switch_1,Healthcare Provider Taxonomy Code_2,Healthcare Provider Primary Taxonomy Switch_2,Healthcare Provider Taxonomy Code_3,Healthcare Provider Primary Taxonomy Switch_3,Healthcare Provider Taxonomy Code_4,Healthcare Provider Primary Taxonomy Switch_4,Healthcare Provider Taxonomy Code_5,Healthcare Provider Primary Taxonomy Switch_5,Healthcare Provider Taxonomy Code_6,Healthcare Provider Primary Taxonomy Switch_6,Healthcare Provider Taxonomy Code_7,Healthcare Provider Primary Taxonomy Switch_7,Healthcare Provider Taxonomy Code_8,Healthcare Provider Primary Taxonomy Switch_8,Healthcare Provider Taxonomy Code_9,Healthcare Provider Primary Taxonomy Switch_9,Healthcare Provider Taxonomy Code_10,Healthcare Provider Primary Taxonomy Switch_10,Healthcare Provider Taxonomy Code_11,Healthcare Provider Primary Taxonomy Switch_11,Healthcare Provider Taxonomy Code_12,Healthcare Provider Primary Taxonomy Switch_12,Healthcare Provider Taxonomy Code_13,Healthcare Provider Primary Taxonomy Switch_13,Healthcare Provider Taxonomy Code_14,Healthcare Provider Primary Taxonomy Switch_14,Healthcare Provider Taxonomy Code_15,Healthcare Provider Primary Taxonomy Switch_15
1275908642,2,BONAVISTA OPTICS INC,3900 W ALAMEDA AVE,BURBANK,CA,915054316,4244045415,,,,332H00000X,N,332H00000X,N,335E00000X,N,335E00000X,N,332H00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,
1255866968,2,NORTH BAY PROSTHETICS AND ORTHOTICS LLC,671 ELMIRA RD,VACAVILLE,CA,956874655,7077248985,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417490889,2,"PACIFIC HEALTH CARE SYSTEMS, INC.",7846 BROADWAY,LEMON GROVE,CA,919451801,6196673700,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1336678879,2,"PACIFIC MEDICAL, INC.",309 W MAIN ST STE 104,VISALIA,CA,932916257,5594294758,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1013440932,2,ESSENTIAL ORTHOTICS AND PROSTHETICS INC,360 GRAND CYPRESS AVE,PALMDALE,CA,935513646,6617233700,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598937047,2,ROBERTO D LOPEZ,496 W MAIN ST,EL CENTRO,CA,922433019,7603523336,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1629161393,2,NORELL PROSTHETICS ORTHOTICS INC.,463 BREWSTER AVE,REDWOOD CITY,CA,94063,5107709010,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205353463,2,"PROSTHETIC & ORTHOTIC GROUP, INC",3510 TORRANCE BLVD STE 110,TORRANCE,CA,905034824,4242994757,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447324322,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,125 CIRO AVE STE 240,SAN JOSE,CA,951281671,4082489840,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1104834464,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,820 S AKERS ST STE 230,VISALIA,CA,932778307,5597323957,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1487664934,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",298 SAN ANTONIO RD STE 150,MOUNTAIN VIEW,CA,940405306,6505591711,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1780758656,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",1127 WILSHIRE BLVD STE 310,LOS ANGELES,CA,900173913,2132507850,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1144485384,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",23206 LYONS AVE STE 111,SANTA CLARITA,CA,913212671,6617539260,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1043384936,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,69730 HIGHWAY 111 STE 107,RANCHO MIRAGE,CA,922702873,7603286575,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1568536431,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",2400 BROAD ST,SAN LUIS OBISPO,CA,934015702,8055468666,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1689189664,2,WEST COAST DME & SUPPLIES LLC,30101 AGOURA CT STE 114,AGOURA HILLS,CA,913014301,9094773117,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1629086970,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",3663 N LAUGHLIN RD STE 103,SANTA ROSA,CA,954039067,7075287999,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1972019628,2,EXTENSIONS BY TASHI LLC,560 N DIAMOND BAR BLVD,DIAMOND BAR,CA,917651007,9096124295,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740354620,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1247 E ALLUVIAL AVE STE 103,FRESNO,CA,937202686,5594317045,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1306350285,2,"ANCHOR ORTHOTICS AND PROSTHETICS, INC.",2540 PACIFIC AVE,STOCKTON,CA,952044400,2099449990,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881100584,2,"ANCHOR ORTHOTICS AND PROSTHETICS, INC.",617 VETERANS BLVD STE 101,REDWOOD CITY,CA,940631404,6503643088,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356858864,2,ABI P&O INC,205 CHURCH AVE,CHULA VISTA,CA,919102702,6194258189,,,,261Q00000X,N,261QA0900X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1508930488,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,16185 KAMANA RD,APPLE VALLEY,CA,923071377,7602421311,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1861692584,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",104 MARGARET LN STE A,GRASS VALLEY,CA,959455261,5302711770,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1316011463,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,654 N EL CAMINO REAL,SAN MATEO,CA,944013713,6503434504,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1992879878,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1215 PLUMAS ST STE 1000,YUBA CITY,CA,959913456,5306712324,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1598839649,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,2300 BOYNTON AVE STE 101,FAIRFIELD,CA,945334354,7074283800,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1801245477,2,"SCOPE ORTHOTICS & PROSTHETICS, INC.",895 THIRD AVE BLDG 2,CHULA VISTA,CA,919111304,6195858421,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1124193297,2,INLAND ARTIFICIAL LIMB & BRACE,5365 WALNUT AVE,CHINO,CA,917102622,9095915818,,,,335E00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1972734267,2,INLAND ARTIFICIAL LIMB & BRACE,6840 INDIANA AVENUE,RIVERSIDE,CA,925064259,9517813011,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568537637,2,INLAND ARTIFICIAL LIMB & BRACE,41707 WINCHESTER RD,TEMECULA,CA,92590,9512961894,,,,335E00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1407920556,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",1460 N CAMINO ALTO STE 106,VALLEJO,CA,945892567,7076432177,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1083937734,2,"BIODESIGNS, INC",850 HAMPSHIRE ROAD,WESTLAKE VILLAGE,CA,91361,8007752870,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851461123,2,ENHANCE BY LINDA REIB INC.,4811 CHIPPENDALE DR,SACRAMENTO,CA,958412555,9166382508,,,,224900000X,N,225000000X,N,222Z00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,
1831367523,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",24655 MONROE AVE STE 101,MURRIETA,CA,925629598,9516915000,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1487639647,2,"INNOVATIVE PROSTHETIC SOLUTIONS, INC",2 S POINTE DR STE 240,LAKE FOREST,CA,926302281,9496990600,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629146832,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,433 HEGENBERGER RD STE 100,OAKLAND,CA,946211448,5104302500,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1811015639,2,MARTHA FAIR WILLIAMS SPORTREHAB PHYSICAL THERAPY,81 CERNON STREET,VACAVILLE,CA,956882803,7074479750,,,,222Z00000X,N,224P00000X,N,225100000X,N,225100000X,Y,,,,,,,,,,,,,,,,,,,,,,
1881912566,2,"PACIFIC MEDICAL, INC.",6011 N FRESNO ST,FRESNO,CA,937105274,5594382745,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1558896407,2,TEAM MAKENA LLC,6801 PARK TERRACE DRIVE,LOS ANGELES,CA,900451544,9494741753,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1669547733,2,INLAND ARTIFICIAL LIMB & BRACE,1700 E LINCOLN AVE STE 101,ANAHEIM,CA,928054346,7145029354,,,,335E00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1518975861,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",2761 GEARY BLVD,SAN FRANCISCO,CA,941183405,4153469120,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1760989313,2,NORTH BAY PROSTHETICS AND ORTHOTICS LLC,5900 COYLE AVE STE B,CARMICHAEL,CA,956080400,9163497600,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689748568,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",13203 HADLEY ST STE 209,WHITTIER,CA,906014538,5626989578,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1285638718,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,6300 WILSHIRE BLVD STE 950,LOS ANGELES,CA,900485210,3238662555,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1104990084,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1035 S FAIR OAKS AVE STE 102,PASADENA,CA,911052654,6264038174,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1659445534,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",3602 INLAND EMPIRE BLVD STE C130,ONTARIO,CA,917644942,9094845700,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1306015631,2,TEH-SHU YANG,2916 SOMERSET PL,SAN MARINO,CA,911083036,6264510519,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790796530,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",6377 RIVERSIDE AVE STE B100,RIVERSIDE,CA,925063133,9516865325,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1679585806,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",16661 VENTURA BLVD STE 120,ENCINO,CA,91436,8189076004,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1295809176,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",1501 SUPERIOR AVE,NEWPORT BEACH,CA,92663,9496425233,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1528234424,2,"GRABOWSKI & ASSOCIATES, INC.",1324 W CENTER AVE,VISALIA,CA,93291,5596253937,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205229549,2,GRABOWSKI & ASSOCIATES INC,5340 ELVAS AVE,SACRAMENTO,CA,958192345,9164563937,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154853034,2,GRABOWSKI & ASSOCIATES INC,700 CASS ST STE 126,MONTEREY,CA,939402921,8317174958,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548718612,2,"PROSTHETIC & ORTHOTIC GROUP SAN GABRIEL VALLEY, INC",931 BUENA VISTA ST STE 105,DUARTE,CA,91010,6262561415,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982197794,2,ADVANCE ORTHOTICS AND PROSTHETICS,1009 N ORANGE AVE,AZUSA,CA,917021920,6267571920,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740219336,2,"CENTER FOR INDEPENDENT REHABILITATIVE SERVICES, INC",1508 COFFEE RD STE A,MODESTO,CA,95355,2095491000,,,,225000000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1154815025,2,ALCAM MEDICAL INC.,6244 EL CAJON BLVD STE 12,SAN DIEGO,CA,921153918,9517827000,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689196099,2,"ACHILLES PROSTHETICS AND ORTHOTICS, INC",1435 STATE ST,SANTA BARBARA,CA,931012511,8058691200,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427563667,2,AMERICAN PROSTHETICS LLC,795 CAMARILLO SPRINGS RD STE C,CAMARILLO,CA,930129449,2082857050,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881197911,2,WEST COAST VASCULAR,100 N BRENT ST STE 201,VENTURA,CA,93003,8056433330,,,,335E00000X,N,2086S0129X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1043390198,2,DEMAR INDUSTRIES,251 SHAW ROAD,SOUTH SAN FRANCISCO,CA,940806605,6506159357,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1346735933,2,"PACIFIC MEDICAL, INC.",1024 W ROBINHOOD DR STE 2,STOCKTON,CA,952075644,2094904515,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1063908358,2,"CAPSTONE ORTHOPEDIC, INC",1011 CASS ST STE 112,MONTEREY,CA,939404542,8313752300,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073569554,2,"PROSTHETIC & ORTHOTIC GROUP, INC",2669 MYRTLE AVE,SIGNAL HILL,CA,90755,5625956445,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760662092,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",3024 W FLORIDA AVE,HEMET,CA,92545,9517667626,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1881177442,2,"KICKSTART O&P, LLC",4651 TELEGRAPH AVE,OAKLAND,CA,946092021,9253235338,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881656155,2,"RICHTER INVESTMENTS, INC.",107 ROADRUNNER,IRVINE,CA,926030161,9497342020,,,,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1366926321,2,WEST COAST VASCULAR,2323 OAK PARK LN STE 102,SANTA BARBARA,CA,931054276,8056433330,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821564501,2,"ELEVATION PROSTHETICS AND ORTHOTICS, INC.",106 N SUNRISE AVE STE C8,ROSEVILLE,CA,956612914,9162977853,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538233416,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",88 ROWLAND WAY STE 175,NOVATO,CA,949455062,4158921502,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1013275874,2,ELITE BIOMECHANICAL DESIGN,2208 5TH AVE,OROVILLE,CA,959655816,5305346913,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912046012,2,RANCHO RESEARCH INSTITUTE,7601 E. IMPERIAL HWY 900 ANNEX A,DOWNEY,CA,902423456,5624018115,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033413075,2,PREFERRED PROSTHETICS INC,3215 N CALIFORNIA ST STE 2,STOCKTON,CA,952043433,2099329746,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942732730,2,"ACTION ORTHOPEDIC COMPANY, LLC",23332 HAWTHORNE BVLD,TORRANCE,CA,905053749,2132158553,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033689831,2,"CAPSTONE ORTHOPEDIC, INC.",1247 E ALLUVIAL AVE STE 103,FRESNO,CA,937202686,5592980321,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821569674,2,"QUALITY CARE PROSTHETICS & ORTHOTICS, INC.",3610 MARTIN LUTHER KING JR BLVD,LYNWOOD,CA,902622607,8007144521,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740224518,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,895 3RD AVE BLDG 2,CHULA VISTA,CA,919111304,6195858421,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1295203131,2,DONN & DOFF INC,574 MANZANITA AVE STE 11,CHICO,CA,959261369,5302414040,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033537964,2,HAIR EXTENSION CONNECTION,3975 GOLDFINCH ST STE 1,SAN DIEGO,CA,921032994,8584834247,,,,174400000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1285679258,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,7863 LA MESA BLVD STE 100,LA MESA,CA,919420657,6195899980,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1992793574,2,LAURENCE OF OAKLAND,3324 WEBSTER ST,OAKLAND,CA,94609,5106582062,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518909019,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1920 E KATELLA AVE STE G-I,ORANGE,CA,928675146,7146397422,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1497797997,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1968 VIA CENTRE STE A,VISTA,CA,920816056,7609411323,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1255373742,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,475 N GRAPE ST,ESCONDIDO,CA,920253000,7604890533,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1265731921,2,BEYOND PROSTHETICS INC,4404 SCOTTS VALLEY DR STE 7,SCOTTS VALLEY,CA,950664588,8314756600,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811287337,2,"PACIFIC MEDICAL, INC.",420 E ROMIE LN,SALINAS,CA,939014000,8319987729,,03/09/2018,03/12/2019,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1508252032,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1221 E SPRUCE AVE STE C,FRESNO,CA,93720,5592211933,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1881790186,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1319 W CARSON ST,TORRANCE,CA,905013909,3103205777,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1356768261,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,100 PACIFICA,IRVINE,CA,926187447,9494083320,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1194723825,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,7720 CARDINAL CT,SAN DIEGO,CA,921233333,8582927448,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073558953,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,4150 REGENTS PARK ROW STE 265,LA JOLLA,CA,920371417,8584531933,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1386842748,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,31757 TEMECULA PKWY STE D,TEMECULA,CA,925926813,9515067850,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1316981640,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,26440 LA ALAMEDA STE 320,MISSION VIEJO,CA,926916304,9493676600,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1518907187,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1600 S IMPERIAL AVE STE 15,EL CENTRO,CA,922434242,7603360333,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1891358610,2,"AMERICAN MEDICAL O&P CLINIC, INC.",4955 VAN NUYS BLVD STE 514,SHERMAN OAKS,CA,914031831,8189885414,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043613821,2,"PEDIATRIC ORTHOTIC AND PROSTHETIC SERVICES-WEST,LLC",909 S FAIR OAKS AVE,PASADENA,CA,911052625,6263899411,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255998290,2,WEST COAST DME & SUPPLIES LLC,8322 CLAIREMONT MESA BLVD STE 105,SAN DIEGO,CA,921111317,9094773117,,,,222Z00000X,N,224L00000X,N,224P00000X,N,225000000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,
1356908008,2,"LIMBITLESS, INC.",113 N CHURCH ST STE 312,VISALIA,CA,932916300,5593343741,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023410602,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,2020 COLORADO AVE STE B,TURLOCK,CA,953822017,2096349021,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1417329616,2,NORELL PROSTHETICS ORTHOTICS INC.,735 SUNRISE AVE STE 101,ROSEVILLE,CA,956614596,5107709010,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922590074,2,PIONEER ORTHOTICS AND PROSTHETICS,23672 BIRTCHER DR UNIT A,LAKE FOREST,CA,926301711,9499459606,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871062539,2,"JOVANCE BEAUTY AND HEALTH SPA, INC.",1406 PINOLE VALLEY RD,PINOLE,CA,945641338,5102232900,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851857395,2,RANCHO RESEARCH INSTITUTE,12707 RIVES AVE STE E,DOWNEY,CA,902424161,5623810622,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275623811,2,"E & M PHARMACIES, INC",2105 BEVERLY BLVD,LOS ANGELES,CA,900572216,2134134448,,,,332BP3500X,N,3336S0011X,N,335E00000X,N,333600000X,Y,,,,,,,,,,,,,,,,,,,,,,
1346614203,2,CARE FIRST PHARMACY INC,1415 E COLORADO ST,GLENDALE,CA,912051533,8182012900,,,,333600000X,N,3336C0003X,N,335E00000X,N,332B00000X,Y,,,,,,,,,,,,,,,,,,,,,,
1053964254,2,PREFERRED PROSTHETICS INC,1740 MARCO POLO WAY STE 10,BURLINGAME,CA,940104500,6506866985,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285965392,2,AMERICAN ORTHOTICS & PROSTHETICS,1800 WESTERN AVE STE 205,SAN BERNARDINO,CA,924111356,9094739308,,,,332BC3200X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1346894227,2,ALCAM MEDICAL INC,3747 FOOTHILL BLVD STE B-1045,GLENDALE,CA,912141700,8668477187,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023665502,2,KERN PROSTHETICS AND ORTHOTICS,9610 STOCKDALE HWY UNIT C,BAKERSFIELD,CA,933113626,6617174750,,,,222Z00000X,N,224P00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1114574340,2,ALCAM MEDICAL INC,2492 WALNUT AVE STE 220,TUSTIN,CA,927806960,8668477187,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275180408,2,ALCAM MEDICAL INC,300 N EUCLID ST,FULLERTON,CA,928321623,8668477187,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508911173,2,J & J ARTIFICIAL LIMB & BRACE LLC,11411 W BERNARDO CT.,SAN DIEGO,CA,92127,8586130958,,,,335E00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1194026930,2,CHRISTINE I DIMAIO,5979 COMMERCE BLVD STE 10,ROHNERT PARK,CA,949281650,7073037261,,,,224P00000X,N,224900000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1801249370,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,7700 IMPERIAL HWY,DOWNEY,CA,902423469,5622104810,,,,332B00000X,N,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
1497893788,2,"PROSTHETIC & ORTHOTIC GROUP, INC",12200 WASHINGTON BLVD STE M,WHITTIER,CA,906062579,5629454920,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619243763,2,PREFERRED PROSTHETICS INC,1300 W LODI AVE,LODI,CA,952423000,2096258450,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265529028,2,FAMILY DRUG INC.,592 LINCOLN AVE,NAPA,CA,945583611,7073631607,,,,332B00000X,N,332BC3200X,N,332BN1400X,N,332BP3500X,N,3336C0004X,N,3336L0003X,N,335E00000X,N,3336C0003X,Y,,,,,,,,,,,,,,
1124651971,2,"ACHILLES PROSTHETICS AND ORTHOTICS, INC",8800 STOCKDALE HWY STE 100,BAKERSFIELD,CA,933111012,6613698903,,,,335E00000X,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
