NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider First Line Business Practice Location Address,City,State2,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Zip5,Address,taxonomy
1932489945,2,"ORTHOPRO SERVICES, LLC",711 N JEFFERSON ST STE C,ALBANY,GA,31701,2294351409,31701,711 N JEFFERSON ST,335E00000X
1417237694,2,"ORTHOPRO SERVICES, LLC",458 HEMLOCK ST,MACON,GA,31201,4787420212,31201,458 HEMLOCK ST,335E00000X
1861846610,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",1838 REDMOND CIR NW,ROME,GA,30165,7066223490,30165,1838 REDMOND CIR NW,335E00000X
1649678459,2,ADVANTAGE ORTHOPEDIC SYSTEMS INC.,3783 PRESIDENTIAL PKWY,ATLANTA,GA,30340,4047712051,30340,3783 PRESIDENTIAL PKWY,335E00000X
1346667763,2,"POSITIVE IMAGE PROSTHETICS AND ORTHOTICS, INC",933 ELMA G MILES PKWY,HINESVILLE,GA,31313,9123547500,31313,933 ELMA G MILES PKWY,335E00000X
1881835817,2,"AUGUSTA PROSTHETICS AND ORTHOTICS, INC",535 NORTH COBB STREET,MILLEDGEVILLE,GA,31061,4784537327,31061,535 NORTH COBB STREET,335E00000X
1710941232,2,"AUGUSTA ORTHOTICS AND PROSTHETICS, INC",1000 HAWTHORNE AVE,ATHENS,GA,30606,7068505604,30606,1000 HAWTHORNE AVE,335E00000X
1508811100,2,AUGUSTA ORTHOTICS AND PROSTHETICS INC,2068 WRIGHTSBORO RD,AUGUSTA,GA,30904,7067338878,30904,2068 WRIGHTSBORO RD,332B00000X
1881933075,2,"ORTHOPAEDIC SOLUTIONS, P. C.",670 S 8TH ST,GRIFFIN,GA,30224,7702333444,30224,670 S 8TH ST,207X00000X
1295918712,2,SOUTH GA ORTHOPEDIC RESOURCES,1825 OLD OCILLA RD,TIFTON,GA,31794,2293869829,31794,1825 OLD OCILLA RD,335E00000X
1184037095,2,ALABAMA ARTIFICIAL LIMB & ORTHOPEDIC SERVICE,3824 ROSEMONT DR,COLUMBUS,GA,31904,3342840250,31904,3824 ROSEMONT DR,335E00000X
1831336494,2,"LEVEL FOUR ORTHOTICS & PROSTHETICS, INC.",39B OAK HILL CT,NEWNAN,GA,30265,7702539411,30265,39B OAK HILL CT,335E00000X
1275605917,2,HANGER PROSTHETICS & ORTHOTICS INC,906 E 68TH ST,SAVANNAH,GA,31405,9123554901,31405,906 E 68TH ST,335E00000X
1558553982,2,TALLAHASSEE ORTHOPEDIC CLINIC III PL,603 WHEAT AVE,BAINBRIDGE,GA,39819,2292463608,39819,603 WHEAT AVE,332B00000X
1548333883,2,HANGER PROSTHETICS & ORTHOTICS INC,1485 HIGHWAY 34 E STE 15A,NEWNAN,GA,30265,7702528961,30265,1485 HIGHWAY 34 E,335E00000X
1184796823,2,HANGER PROSTHETICS & ORTHOTICS INC,1215A MERCHANT WAY,STATESBORO,GA,30458,9127642148,30458,1215A MERCHANT WAY,335E00000X
1013089747,2,HANGER PROSTHETICS & ORTHOTICS INC,1295 HEMBREE RD STE A202,ROSWELL,GA,30076,7706644857,30076,1295 HEMBREE RD,335E00000X
1215196910,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",1050 RICHARD D SAILORS PKWY STE 100,POWDER SPRINGS,GA,30127,6783840823,30127,1050 RICHARD D SAILORS PKWY,335E00000X
1104998830,2,HANGER PROSTHETICS & ORTHOTICS INC,755 MOUNT VERNON HWY NE STE 540,ATLANTA,GA,30328,4042570088,30328,755 MOUNT VERNON HWY NE,335E00000X
1770884959,2,ADVANCED PROSTHETICS AND ORTHOTICS,5602 WATERS AVE,SAVANNAH,GA,31404,9126297374,31404,5602 WATERS AVE,335E00000X
1669544391,2,HANGER PROSTHETICS & ORTHOTICS INC,641 W THOMAS ST,MILLEDGEVILLE,GA,31061,4784527759,31061,641 W THOMAS ST,335E00000X
1821577248,2,GEORGIA CAROLINA ORTHOTIC CENTERS LLC,2301 WRIGHTSBORO RD,AUGUSTA,GA,30904,7064963911,30904,2301 WRIGHTSBORO RD,332B00000X
1619265253,2,"HYDE PROSTHETICS AND ORTHOTICS, LLC",130 COLLEGE ST,MACON,GA,31201,4784748040,31201,130 COLLEGE ST,335E00000X
1972842045,2,"HYDE PROSTHETICS AND ORTHOTICS, LLC",290 COUNTRY CLUB DR STE 210,STOCKBRIDGE,GA,30281,7708920170,30281,290 COUNTRY CLUB DR,335E00000X
1427613249,2,HANGER PROSTHETICS & ORTHOTICS INC,4750 WATERS AVE STE 512,SAVANNAH,GA,31404,7149612102,31404,4750 WATERS AVE,335E00000X
1003810748,2,"PEACHSTATE PROSTHETICS AND ORTHOTICS, INC",178 BRACKETTS WAY STE 3,BLAIRSVILLE,GA,30512,7064005750,30512,178 BRACKETTS WAY,335E00000X
1538593702,2,HANGER PROSTHETICS & ORTHOTICS INC,157 COMMERCE AVE STE B,LAGRANGE,GA,30241,7068842864,30241,157 COMMERCE AVE,335E00000X
1538569637,2,ORTHOSQUAD LLC,1031 CAMBRIDGE SQ STE B,ALPHARETTA,GA,30009,4047902922,30009,1031 CAMBRIDGE SQ,335E00000X
1639243785,2,HANGER PROSTHETICS & ORTHOTICS INC,2805 N ASHLEY ST,VALDOSTA,GA,31602,2292476934,31602,2805 N ASHLEY ST,335E00000X
1285254656,2,KINETIC PROSTHETICS & MEDICAL SUPPLY,3595 HIRAM DOUGLASVILLE HWY STE 102,HIRAM,GA,30141,6786538370,30141,3595 HIRAM DOUGLASVILLE HWY,335E00000X
1780094987,2,SOUTH GA ORTHOPEDIC RESOURCES INC,5152 BELLE WOOD CT STE G,BUFORD,GA,30518,6789604424,30518,5152 BELLE WOOD CT,335E00000X
1952395261,2,INNOVATIVE ORTHOTICS & REHABILITATION INC,1300 DEKALB AVE NE,ATLANTA,GA,30307,4042229998,30307,1300 DEKALB AVE NE,335E00000X
1639155021,2,SOUTHERN ORTHOTICS,1601 ASHLEY CENTER,VALDOSTA,GA,31602,2296711161,31602,1601 ASHLEY CENTER,335E00000X
1063481505,2,"ABLE PROSTHETIC CARE, INC.",2141 EASTVIEW PKWY,CONYERS,GA,30013,7709225540,30013,2141 EASTVIEW PKWY,224P00000X
1205894888,2,PROSTHEIC SOLUTIONS INC.,1479 PARKER RD SE,CONYERS,GA,30094,7704837060,30094,1479 PARKER RD SE,261QA0900X
1710927678,2,"LIMBCARE PROSTHETICS & ORTHOTICS, LLC",2925 LEDO RD,ALBANY,GA,31707,2294309778,31707,2925 LEDO RD,335E00000X
1194750190,2,ORTHOPAEDIC TECHNOLOGY SPECIALISTS INC,577 RALPH MCGILL BLVD NE,ATLANTA,GA,30312,4042159944,30312,577 RALPH MCGILL BLVD NE,335E00000X
1083798458,2,ORTHO-P.O.D. INC.,1190 FIVE FORKS TRICKUM RD,LAWRENCEVILLE,GA,30045,7709954310,30045,1190 FIVE FORKS TRICKUM RD,335E00000X
1407921745,2,"PRICE MEDICAL PROSTHETICS & ORTHOTICS,INC.",1115 13TH AVE,ALBANY,GA,31707,2298782205,31707,1115 13TH AVE,335E00000X
1942346622,2,ALBANY ORTHOTIC AND PROSTHETIC SERVICES,1100 N MADISON ST,ALBANY,GA,31701,2294467480,31701,1100 N MADISON ST,335E00000X
1881717429,2,"LIMBCARE MANAGEMENT, LLC",2910 N ASHLEY ST STE K,VALDOSTA,GA,31602,2292477551,31602,2910 N ASHLEY ST,335E00000X
1700831237,2,WALKER ORTHOTICS AND PROSTHETICS INC,205 REDMOND ROAD,ROME,GA,30165,7062324383,30165,205 REDMOND ROAD,335E00000X
1336542224,2,"FOURROUX PROSTHETICS, INC",6630 MCGINNIS FERRY RD STE A,DULUTH,GA,30097,6785841706,30097,6630 MCGINNIS FERRY RD,335E00000X
1659443380,2,HANGER PROSTHETICS & ORTHOTICS INC,425 SPRING ST SE STE 100,GAINESVILLE,GA,30501,7705348276,30501,425 SPRING ST SE,335E00000X
1518292242,2,HANGER PROSTHETICS & ORTHOTICS INC,1115 HILLCREST PKWY STE E,DUBLIN,GA,31021,4782750866,31021,1115 HILLCREST PKWY,335E00000X
1396817029,2,HANGER PROSTHETICS & ORTHOTICS INC,2300 HAMILTON RD,COLUMBUS,GA,31904,7065960566,31904,2300 HAMILTON RD,335E00000X
1295809333,2,HANGER PROSTHETICS & ORTHOTICS INC,630 13TH ST STE 200,AUGUSTA,GA,30901,7067242481,30901,630 13TH ST,335E00000X
1427448158,2,"SHAMROCK PROSTHETICS, INC.",825 KING AVE,ATHENS,GA,30606,7068504544,30606,825 KING AVE,335E00000X
1700470812,2,A LEG TO STAND ON PROSTHETICS AND ORTHOTICS LLC.,1111 GRIFFIN AVE STE 1A,EASTMAN,GA,31023,4785593097,31023,1111 GRIFFIN AVE,224P00000X
1396332847,2,OCONEE PROSTHETICS LLC,1050 BARBER CREEK DR STE 103,WATKINSVILLE,GA,30677,7068503883,30677,1050 BARBER CREEK DR,224P00000X
1639751720,2,BOLAND PROSTHETIC & ORTHOTIC CENTER LLC,1003 BELLEVUE AVE,DUBLIN,GA,31021,4782001196,31021,1003 BELLEVUE AVE,335E00000X
1831586338,2,REGENERATIVE ORTHOPAEDICS AND SPINE INSTITUTE,135 N PARK PL STE 101,STOCKBRIDGE,GA,30281,7708920273,30281,135 N PARK PL,332B00000X
1295807923,2,HANGER PROSTHETICS & ORTHOTICS INC,17 FELTON PL STE B,CARTERSVILLE,GA,30120,7703877656,30120,17 FELTON PL,335E00000X
1316330913,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",512 CITY BLVD STE H,WAYCROSS,GA,31501,9122858079,31501,512 CITY BLVD,332B00000X
1164419743,2,BOLAND PROSTHETIC & ORTHOTIC CENTER,110 OSIGIAN BLVD.,WARNER ROBINS,GA,31088,4789532922,31088,110 OSIGIAN BLVD,335E00000X
1013440718,2,BOLAND PROSTHETIC & ORTHOTIC CENTER LLC,1673 WESLEYAN DR,MACON,GA,31210,4789965191,31210,1673 WESLEYAN DR,335E00000X
1932271665,2,HANGER PROSTHETICS & ORTHOTICS INC,315 S 9TH ST STE B,GRIFFIN,GA,30224,7702338894,30224,315 S 9TH ST,335E00000X
1760843650,2,ALLIANCE PROSTHETICS AND ORTHOTICS,1241 FRIENDSHIP RD STE 120,BRASELTON,GA,30517,7706793090,30517,1241 FRIENDSHIP RD,335E00000X
1336213206,2,HANGER PROSTHETICS & ORTHOTICS INC,104 CHARLES ANDREW DR STE 114,VIDALIA,GA,30474,9125387350,30474,104 CHARLES ANDREW DR,335E00000X
1265089478,2,ALLIANCE PROSTHETICS AND ORTHOTICS,655 JESSE JEWELL PKWY SE STE A,GAINESVILLE,GA,30501,7706793090,30501,655 JESSE JEWELL PKWY SE,335E00000X
1912071887,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,2440 LAWRENCEVILLE HWY STE 101,DECATUR,GA,30033,7709392640,30033,2440 LAWRENCEVILLE HWY,335E00000X
1114099843,2,HANGER PROSTHETICS & ORTHOTICS INC,895 CANTON RD NE STE 100 BLDG 200,MARIETTA,GA,30060,7704256167,30060,895 CANTON RD NE,335E00000X
1841362571,2,HANGER PROSTHETICS & ORTHOTICS INC,81 PEACHTREE PARK DR NE,ATLANTA,GA,30309,4048750066,30309,81 PEACHTREE PARK DR NE,335E00000X
1134203607,2,MIDLANDS PROSTHETICS & ORTHOTICS,1018 DRUID PARK AVE,AUGUSTA,GA,30904,7067377371,30904,1018 DRUID PARK AVE,335E00000X
1881678522,2,"STUBBS PROSTHETICS & ORTHOTICS, INC.",1213 BROADRICK DR,DALTON,GA,30720,7062594563,30720,1213 BROADRICK DR,335E00000X
1437318854,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",190 WESTSIDE DR STE C,DOUGLAS,GA,31533,9122600075,31533,190 WESTSIDE DR,335E00000X
1720152879,2,HANGER PROSTHETICS & ORTHOTICS INC,313 KERN ST,THOMASVILLE,GA,31792,2292251158,31792,313 KERN ST,335E00000X
1427066547,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",601 PROFESSIONAL DR STE 110A,LAWRENCEVILLE,GA,30046,7709637046,30046,601 PROFESSIONAL DR,335E00000X
1295807931,2,HANGER PROSTHETICS & ORTHOTICS INC,1075 PRINCE AVE,ATHENS,GA,30606,7063691071,30606,1075 PRINCE AVE,335E00000X
1245622851,2,"HANGER PROSTHETICS & ORTHOTICS, INC",1360 HIGHWAY 78 NW,MONROE,GA,30655,7708479293,30655,1360 HIGHWAY 78 NW,335E00000X
1023180759,2,HANGER PROSTHETICS & ORTHOTICS INC,1040 EAGLES LANDING PKWY STE 101,STOCKBRIDGE,GA,30281,7709973674,30281,1040 EAGLES LANDING PKWY,335E00000X
1750453486,2,HANGER PROSTHETICS & ORTHOTICS INC,778 RIVERSIDE DR STE A,MACON,GA,31201,4787460101,31201,778 RIVERSIDE DR,335E00000X
1487726113,2,HANGER PROSTHETICS & ORTHOTICS INC,241 SMITHVILLE CHURCH RD,WARNER ROBINS,GA,31088,4789713315,31088,241 SMITHVILLE CHURCH RD,335E00000X
1922170653,2,HANGER PROSTHETICS & ORTHOTICS INC,1050 BUFORD RD STE 106,CUMMING,GA,30041,7702053315,30041,1050 BUFORD RD,335E00000X
1548332281,2,HANGER PROSTHETICS & ORTHOTICS INC,101 E 13TH AVE STE B,CORDELE,GA,31015,2292732269,31015,101 E 13TH AVE,335E00000X
1629141965,2,HANGER PROSTHETICS & ORTHOTICS INC,607 N JEFFERSON ST STE A,ALBANY,GA,31701,2294364781,31701,607 N JEFFERSON ST,335E00000X
1821162793,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,100 JOYCE DR,BRUNSWICK,GA,31525,9122679621,31525,100 JOYCE DR,335E00000X
1730389578,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",1301 SIGMAN RD NE STE 160,CONYERS,GA,30012,7707856792,30012,1301 SIGMAN RD NE,335E00000X
1356587448,2,HANGER PROSTHETICS & ORTHOTICS INC,812 S PARK ST STE 2,CARROLLTON,GA,30117,7702148282,30117,812 S PARK ST,335E00000X
1255568697,2,"LEVEL FOUR ORTHOTICS & PROSTHETICS, INC.",1810 MULKEY RD STE 202,AUSTELL,GA,30106,6787387380,30106,1810 MULKEY RD,335E00000X
1639241375,2,HANGER PROSTHETICS & ORTHOTICS INC,1401 TIFT AVE N STE D,TIFTON,GA,31794,2293889404,31794,1401 TIFT AVE N,335E00000X
1922490531,2,"HANGER PROSTHETICS & ORTHOTICS, INC",21 ORTHO LN STE 1200,BROOKHAVEN,GA,30329,4046360321,30329,21 ORTHO LN,335E00000X
1932742079,2,"RYAN FANN PROSTHETICS, LLC",918 E 72ND ST,SAVANNAH,GA,31405,9123449599,31405,918 E 72ND ST,335E00000X
1306306261,2,"PROSTHETIC CARE, LLC",135 MEDICAL BLVD,STOCKBRIDGE,GA,30281,7702715581,30281,135 MEDICAL BLVD,335E00000X
1316325657,2,"PROSTHETIC CARE, LLC",1135 PRINCE AVE,ATHENS,GA,30606,7702715581,30606,1135 PRINCE AVE,335E00000X
1477812055,2,"PROSTHETIC CARE, LLC",2045 PEACHTREE RD NE,ATLANTA,GA,30309,7702715581,30309,2045 PEACHTREE RD NE,335E00000X
1497945455,2,"PROSTHETIC CARE, LLC",1445 OLD MCDONOUGH HWY SE,CONYERS,GA,30094,7702715581,30094,1445 OLD MCDONOUGH HWY SE,335E00000X
1528651221,2,"PROSTHETIC CARE, LLC",302 BROAD ST SE STE B,GAINESVILLE,GA,30501,7702715581,30501,302 BROAD ST SE,335E00000X
1891796785,2,"PROSTHETIC CARE, LLC",4460 COMMERCE DR,BUFORD,GA,30518,7702715581,30518,4460 COMMERCE DR,335E00000X
1407391824,2,"PEDIATRIC ORTHOTIC AND PROSTHETIC SERVICES - HONOLULU, LLC",1310 PUNAHOU ST,HONOLULU,HI,96826,8089513715,96826,1310 PUNAHOU ST,335E00000X
1710056825,2,"ORTHOPEDIC CARE HI, INC.",627 SOUTH ST STE 100,HONOLULU,HI,96813,8086956470,96813,627 SOUTH ST,335E00000X
1295712578,2,ADVANCED PROSTHETICS AND ORTHOTICS OF THE PACIFIC,1580 MAKALOA ST,HONOLULU,HI,96814,8089498273,96814,1580 MAKALOA ST,335E00000X
1871531335,2,"HONOLULU ORTHOPEDIC SUPPLY, INC.",935 DILLINGHAM BLVD,HONOLULU,HI,96817,8088470099,96817,935 DILLINGHAM BLVD,335E00000X
1780247452,2,PROSTHETIC & ORTHOTIC ASSOCIATES OF HAWAII,1314 S KING ST STE 1564,HONOLULU,HI,96814,8085971773,96814,1314 S KING ST,335E00000X
1730601527,2,NORTH SHORE PROSTHETICS AND ORTHOTICS INC.,425 KAMEHAMEHA HWY STE 101,PEARL CITY,HI,96782,8087445642,96782,425 KAMEHAMEHA HWY,335E00000X
1861926503,2,KOKUA ORTHOTIC SOLUTIONS,688 KINOOLE ST STE 112,HILO,HI,96720,8087316886,96720,688 KINOOLE ST,335E00000X
1962655639,2,SAWTOOTH ORTHOTICS & PROSTHETICS INC,780 S 14TH ST,BOISE,ID,83702,2083449981,83702,780 S 14TH ST,335E00000X
1750410825,2,"GLACIER PROSTHETIC CARE, INC.",205 VERMEER DR,PONDERAY,ID,83852,2082554106,83852,205 VERMEER DR,335E00000X
1902811433,2,KORMYLO ORTHOPEDIC INC,175 N BENJAMIN LN,BOISE,ID,83704,2083774024,83704,175 N BENJAMIN LN,335E00000X
1780904474,2,"GLACIER PROSTHETIC CARE, INC.",1110 W PARK PL,COEUR D ALENE,ID,83814,2086673344,83814,1110 W PARK PL,335E00000X
1659692739,2,ADAPT PROSTHETICS AND ORTHOTICS LLC,2204 IRONWOOD PL,COEUR D ALENE,ID,83814,2087650597,83814,2204 IRONWOOD PL,335E00000X
1699786525,2,CLEARWATER ORTHOTICS & PROSTHETICS,801 BRYDEN AVE,LEWISTON,ID,83501,8183575732,83501,801 BRYDEN AVE,335E00000X
1285852004,2,"CLEARWATER ORTHOTICS AND PROSTHETICS, LLC",801 BRYDEN AVE,LEWISTON,ID,83501,2087984605,83501,801 BRYDEN AVE,335E00000X
1982003166,2,"HANGER PROSTHETICS & ORTHOTICS, INC",1055 N CURTIS RD,BOISE,ID,83706,2083674687,83706,1055 N CURTIS RD,335E00000X
1023379377,2,KOOTENAI PROSTHETIC ORTHOTIC SERVICES INC,1160 E POLSTON AVE,POST FALLS,ID,83854,2084571545,83854,1160 E POLSTON AVE,335E00000X
1306043369,2,KORMYLO ORTHOPEDIC INC,3906 E FLAMINGO AVE,NAMPA,ID,83687,2084664360,83687,3906 E FLAMINGO AVE,335E00000X
1124209820,2,ORTHOPRO OF LEWISTON INC,823 16TH AVE,LEWISTON,ID,83501,2087980200,83501,823 16TH AVE,335E00000X
1265420616,2,"ROCKY MOUNTAIN ARTIFICIAL LIMB & BRACE, INC",2230 E 25TH ST,IDAHO FALLS,ID,83404,2085243230,83404,2230 E 25TH ST,335E00000X
1518448638,2,ADVANCED PROSTHETICS AND ORTHOTICS LLC,175 N BENJAMIN LN,BOISE,ID,83704,2083774024,83704,175 N BENJAMIN LN,335E00000X
1346717899,2,ADVANCED PROSTHETICS AND ORTHOTICS LLC,3906 E FLAMINGO AVE,NAMPA,ID,83687,2084664360,83687,3906 E FLAMINGO AVE,335E00000X
1619508702,2,"EVERGREEN PROSTHETICS AND ORTHOTICS, LLC",1500 E HERITAGE PARK ST STE 100,MERIDIAN,ID,83646,2088841294,83646,1500 E HERITAGE PARK ST,335E00000X
1619043783,2,"ROCKY MOUNTAIN ARTIFICIAL LIMB & BRACE, INC",2350 VIA CAPORATTI DR STE B,POCATELLO,ID,83201,2082326611,83201,2350 VIA CAPORATTI DR,335E00000X
1952433971,2,"IDAHO PROSTHETICS & ORTHOTICS, INC.",333 N 18TH AVE STE B4,POCATELLO,ID,83201,2084788000,83201,333 N 18TH AVE,335E00000X
1760514780,2,"IDAHO PROSTHETICS & ORTHOTICS, INC.",2595 CHANNING WAY,IDAHO FALLS,ID,83404,2085239000,83404,2595 CHANNING WAY,335E00000X
1023503497,2,"EVERGREEN PROSTHETICS AND ORTHOTICS, LLC",1818 S 10TH AVE STE 240,CALDWELL,ID,83605,2086086014,83605,1818 S 10TH AVE,335E00000X
1881228591,2,"IDAHO PROSTHETICS & ORTHOTICS, INC.",476 CHENEY DR W STE 160,TWIN FALLS,ID,83301,2083582012,83301,476 CHENEY DR W,335E00000X
1801942354,2,"IDAHO ORTHOTIC PROSTHETIC SERVICES, INC",425 S WHITLEY DR STE 431,FRUITLAND,ID,83619,2088841294,83619,425 S WHITLEY DR,335E00000X
1578150454,2,"EVERGREEN PROSTHETICS AND ORTHOTICS, LLC",425 S WHITLEY DR STE 431,FRUITLAND,ID,83619,2088841294,83619,425 S WHITLEY DR,335E00000X
1861872269,2,"ORTHOPRO OF TWIN FALLS, INC.",1600 OVERLAND AVE STE C,BURLEY,ID,83318,8777330505,83318,1600 OVERLAND AVE,335E00000X
1689706053,2,"ORTHOPRO OF TWIN FALLS, INC",1437 PARKVIEW DR STE 200,TWIN FALLS,ID,83301,2087330505,83301,1437 PARKVIEW DR,1744P3200X
1487663514,2,SAWTOOTH ORTHOTICS & PROSTHETICS INC,780 S 14TH ST,BOISE,ID,83702,2083449981,83702,780 S 14TH ST,335E00000X
1548229255,2,"INLAND NORTHWEST ORTHOTICS AND PROSTHETICS, INC",8920 N HESS ST,HAYDEN,ID,83835,2087199221,83835,8920 N HESS ST,335E00000X
1972558492,2,"ORTHOTICS CONCEPTS, INC.",483 LEPROVENCE CIRCLE,NAPERVILLE,IL,60540,6304161035,60540,483 LEPROVENCE CIRCLE,335E00000X
1326125105,2,CENTRAL DUPAGE ORTHOTICS,399 S SCHMALE RD,CAROL STREAM,IL,60188,6304627997,60188,399 S SCHMALE RD,335E00000X
1164426821,2,"DREHER ORTHOPEDIC INDUSTRIES, INC.",214 CHICAGO AVE,OAK PARK,IL,60302,7088484646,60302,214 CHICAGO AVE,335E00000X
1093766081,2,ALLAN ARTIFICIAL LIMBS,926 BROADWAY ST,QUINCY,IL,62301,2172218991,62301,926 BROADWAY ST,335E00000X
1780870576,2,OMNI ORTHOPEDIC SERVICES INC,108 W WASHINGTON AVE,EFFINGHAM,IL,62401,2173472800,62401,108 W WASHINGTON AVE,335E00000X
1104010172,2,OPTECH ORTHOTICS & PROSTHETICS,18210 S LAGRANGE,TINLEY PARK,IL,60477,7083649700,60477,18210 S LAGRANGE,335E00000X
1699839035,2,ESSENTIAL PROSTHETICS AND ORTHOTICS,8400 BROOKFIELD AVE,BROOKFIELD,IL,60513,7083879700,60513,8400 BROOKFIELD AVE,335E00000X
1154462950,2,BI-STATE ORTHOTICS & PROSTHETICS,6400 W MAIN ST,BELLEVILLE,IL,62223,3148432664,62223,6400 W MAIN ST,335E00000X
1942374806,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,1123 EMERSON ST,EVANSTON,IL,60201,8478647711,60201,1123 EMERSON ST,335E00000X
1568436269,2,"CAPE PROSTHETICS-ORTHOTICS, INC.",4010 N ILLINOIS ST,SWANSEA,IL,62226,6182355191,62226,4010 N ILLINOIS ST,335E00000X
1396985297,2,"NEW STEP ORTHOTIC LAB, INC",4225 S STATE ROUTE 159,GLEN CARBON,IL,62034,6182889297,62034,4225 S STATE ROUTE 159,335E00000X
1376876250,2,"OPTECH ORTHOTICS & PROSTHETICS, INC.",200 LAIRD LN,WATSEKA,IL,60970,8154327783,60970,200 LAIRD LN,335E00000X
1801129788,2,"OPTECH ORTHOTICS & PROSTHETICS, INC.",18016 WOLF RD,ORLAND PARK,IL,60467,7083649700,60467,18016 WOLF RD,335E00000X
1023020997,2,WAXBERG ORTHOPEDIC SHOES INC,7013 W DEMPSTER ST,NILES,IL,60714,8479653338,60714,7013 W DEMPSTER ST,335E00000X
1043527997,2,HANGER PROSTHETICS & ORTHOTICS WEST,17530 KEDZIE AVE,HAZEL CREST,IL,60429,7089570240,60429,17530 KEDZIE AVE,335E00000X
1114998416,2,ORA ORTHOPEDICS PC,855 ILLINI DR,SILVIS,IL,61282,3097927007,61282,855 ILLINI DR,207X00000X
1023089323,2,ORA ORTHOPEDICS PC,600 N COLLEGE AVE,GENESEO,IL,61254,8003488777,61254,600 N COLLEGE AVE,207X00000X
1184789265,2,ORTHOPEDIC & SPINE SURGERY ASSOC,308 RANDALL RD,GENEVA,IL,60134,6302625396,60134,308 RANDALL RD,335E00000X
1215939657,2,"SUPERIOR ORTHOPEDICS, INC.",680 N LAKE SHORE DR,CHICAGO,IL,60611,3129430386,60611,680 N LAKE SHORE DR,332B00000X
1184667933,2,ACCELERATED PROSTHETICS & ORTHOTICS INC,1480 RENAISSANCE DRIVE,PARK RIDGE,IL,60068,8472967755,60068,1480 RENAISSANCE DRIVE,335E00000X
1750359048,2,OPTECH ORTHOTICS & PROSTHETICS CORP,119 E COURT ST STE 100,KANKAKEE,IL,60901,8159328564,60901,119 E COURT ST,335E00000X
1609914860,2,OPTECH ORTHOTICS & PROSTHETICS CORP,121 SPRINGFIELD AVE,JOLIET,IL,60435,8157419700,60435,121 SPRINGFIELD AVE,335E00000X
1194919167,2,OPTECH ORTHOTICS & PROSTHETICS CORP,111 W JACKSON ST,MORRIS,IL,60450,8157419700,60450,111 W JACKSON ST,335E00000X
1518032390,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,215 N CONVENT ST STE 4,BOURBONNAIS,IL,60914,8159370241,60914,215 N CONVENT ST,335E00000X
1548335318,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,719 N WILLIAM KUMPF BLVD STE 400,PEORIA,IL,61605,3096376581,61605,719 N WILLIAM KUMPF BLVD,335E00000X
1679859029,2,DUPAGE PROSTHETIC-ORTHOTIC SERVICE INC.,1100 SHERMAN AVE,NAPERVILLE,IL,60563,6302619317,60563,1100 SHERMAN AVE,335E00000X
1194001446,2,"OPTECH ORTHOTICS & PROSTHETICS SERVICES, LTD",111 W JACKSON ST,MORRIS,IL,60450,8159424000,60450,111 W JACKSON ST,335E00000X
1558647800,2,"OPTECH ORTHOTICS & PROSTHETICS SERVICES, LTD",18016 WOLF RD,ORLAND PARK,IL,60467,7083649700,60467,18016 WOLF RD,335E00000X
1235254624,2,"GULBRANDSON ORTHOTICS, LTD",2615 3 OAKS RD,CARY,IL,60013,8476394140,60013,2615 3 OAKS RD,335E00000X
1881964757,2,"RINELLA ORTHOTICS, INC.",1890 SILVER CROSS BLVD # 445,NEW LENOX,IL,60451,7734011353,60451,1890 SILVER CROSS BLVD,222Z00000X
1013293273,2,"OPTECH ORTHOTICS & PROSTHETICS SERVICES, LTD",200 N LAIRD LANE,WATSEKA,IL,60970,8154327783,60970,200 N LAIRD LANE,335E00000X
1962481861,2,ORA ORTHOPEDICS PC,520 VALLEY VIEW DR,MOLINE,IL,61265,3097623621,61265,520 VALLEY VIEW DR,207X00000X
1578567236,2,DREHER ORTHOTICS & PROSTHETICS INC,7350 W 119TH ST,PALOS HEIGHTS,IL,60463,7084486909,60463,7350 W 119TH ST,335E00000X
1144573353,2,"WOODFIELD ORTHO SERVICES, LLC",12380 PRINCETON DR,HUNTLEY,IL,60142,8473823222,60142,12380 PRINCETON DR,224P00000X
1376897140,2,"REICHERT PROSTHETICS & ORTHOTICS, LLC",708 FLORSHEIM DR,LIBERTYVILLE,IL,60048,8475493464,60048,708 FLORSHEIM DR,335E00000X
1265638720,2,PLATTNER ORTHOPEDIC COMPANY,3691 COUGAR DR,PERU,IL,61354,8152201382,61354,3691 COUGAR DR,335E00000X
1831122423,2,PLATTNER ORTHOPEDIC COMPANY,311 W ROMEO B GARRETT AVE,PEORIA,IL,61605,3036821382,61605,311 W ROMEO B GARRETT AVE,335E00000X
